"_unit_id","_golden","_unit_state","_trusted_judgments","_last_judgment_at","what_is_the_stance_of_the_user_that_wrote_those_three_messages","what_is_the_stance_of_the_user:confidence","content","ids","what_is_the_stance_of_the_user_gold"
"1048884246","false","finalized","3","9/26/2016 00:28:35","remain","0.6478","MESSAGE 1: poor brits. now become as poor as switzerland whose citizens do not have a right to work in 27 countries. https://t.co/yeqowt9vou  MESSAGE 2: foolhardy junker says helpfully: 'this is not the beginning of the end of the eu'. #brexit  MESSAGE 3: poor brits. now become as poor as switzerland whose citizens do not have a right to work in 23 countries. https://t.co/yeqowt9vou","746474759945224192_746296256536838144_746474615468236800",
"1048884247","false","finalized","2","9/25/2016 20:13:45","leave","1.0000","MESSAGE 1: #brexit shouldn't alter london's status in the long run, ex-governor mervyn king says https://t.co/cjtgidisdt https://t.co/uztqcve1b4  MESSAGE 2: haha. can remainers please take note?  https://t.co/s4bhsd9miu  MESSAGE 3: someone pouring cold water heavily on doomsday story tellers. https://t.co/xtlitsxlvj","747742249622999041_747879329938481152_747744818856525824",
"1048884248","false","finalized","2","9/25/2016 20:52:08","untelligible","1.0000","MESSAGE 1: if the eu is in control of britain, how come they're permitting the #brexit referendum anyway? #cakebrackswissroll  MESSAGE 2: if the vote is too close and there's talk of a second contest, i vote for rock paper scissors, best of three.  #brexit  MESSAGE 3: today brits aren't as much voting on #brexit as how they see themselves as a country.","745955165769981952_745905269998297088_745847794225807361",
"1048884249","false","finalized","2","9/25/2016 20:52:08","remain","1.0000","MESSAGE 1: prediction: as with the irish civil war, the battle on the british right over the final brexit deal will be more vicious that #brexit ref.  MESSAGE 2: 1st - solve the housing crisis ffs.2nd - go after ev corp that wants eu country which speaks american3rd - irish passports for all#brexit  MESSAGE 3: out voter in the coop, the day after the #brexit vote: ""i have no idea where we are now..."" #problemswithpopulism","746600987209703424_746609454695784448_746609413788663808",
"1048884250","false","finalized","3","9/26/2016 00:28:35","leave","0.3563","MESSAGE 1: by that logic, one could easily claim a mandate for @nigel_farage as lord protector! https://t.co/j1yst97ht3  MESSAGE 2: @joshmalina any thoughts on #brexit? the geopolitical event, as opposed to the cereal.  MESSAGE 3: the further we get from 23 june the clearer it becomes who was telling truth about consequences of #brexit and who promised any old nonsense","747685948197068800_747880995299467265_747881932785082368",
"1048884251","false","finalized","2","9/25/2016 20:46:18","leave","1.0000","MESSAGE 1: we think remaining in the eu is a leap in the dark. who knows what the eu will look like in 15 years time? #c4debate #brexit  MESSAGE 2: voting to leave an anti democratic union #brexit https://t.co/pw8ofglryh  MESSAGE 3: this is your moment! #voteleave today for a brighter future. let's #takebackcontrol !#brexit #takecontrol https://t.co/8zdbaqjvqj","745855983507939329_746055292195061760_745966574692073472",
"1048884252","false","finalized","3","9/26/2016 00:28:35","leave","0.7085","MESSAGE 1: as a resident of the u.k. i was very surprised by the vote #brexit ! but now you have, instead of complaining why not make britain amazing !  MESSAGE 2: we are a free country like usa, india, australia, nz and iceland. support british goods over all others. #brexit  https://t.co/tac9kkv1gt  MESSAGE 3: i think this is correct. https://t.co/qxxz8msxil","746469035211165696_746456914037477376_746601601046032388",
"1048884253","false","finalized","3","9/26/2016 00:28:35","remain","0.7085","MESSAGE 1: why the uk is a massively attractive place for global investors, and our rate set to reduce to 17% by 2019! #brexit https://t.co/g6mjfv0ag1  MESSAGE 2: eu referendum: the liechtenstein solution - the answer to freedom of movement ... https://t.co/tkftowk1hm #brexit. https://t.co/febv238moc  MESSAGE 3: mr dawson, he represents 40% of the labour party, 20% of the conservatives &amp; 100% of ukip. you are in the minority https://t.co/quukglwln9","747827720571195392_747883931685519360_747882516791562240",
"1048884254","false","finalized","2","9/25/2016 20:52:08","remain","1.0000","MESSAGE 1: important read on #brexit: https://t.co/fek2iofog0  MESSAGE 2: it's going to shit it down tomorrow. #brexit lot will be up at 6am ready to vote. i wonder if #remain will? make bloody sure you vote peeps.  MESSAGE 3: i #votein for the #brexit #euref vote with @brndstr &amp; unlocked my own flag profile pic! what will you vote? #ivoted https://t.co/g3qpzduu9p","745739631073722368_745739494041731072_746090533693591552",
"1048884255","false","finalized","2","9/25/2016 20:04:27","remain","1.0000","MESSAGE 1: brilliant summary by @johnharris1969  https://t.co/ohcbplxck4  MESSAGE 2: our future generations have been voted down by their elders.a heartbreaking chart via @yougov #euref #brexit https://t.co/eajtrct6tk  MESSAGE 3: the demographics that drove #brexit https://t.co/p5hngllqyp… #brexitin5words https://t.co/dx2nfna1pk","746456833024458752_746399797649739776_746601940637917184",
"1048884256","false","finalized","3","9/26/2016 00:28:35","untelligible","0.6478","MESSAGE 1: we need a deal with these people and we sent @nigel_farage to act like a cunt and insult them all? genius. #brexit  https://t.co/xu0qfqwglj  MESSAGE 2: i take being called a 'luvvie' as recognition of my acting skills in countless crisp ads. many thanks. https://t.co/d9owypngwm  MESSAGE 3: obviously nothing to do with #brexit https://t.co/4nfttgrd0m","747730211819692032_747899748007415808_747893442743795712",
"1048884257","false","finalized","3","9/26/2016 00:28:35","leave","0.6478","MESSAGE 1: ""i want you to fire me."" @danhannanmep gives a superb #brexit leave pitch at oxfordhttps://t.co/hteuub4dc0  MESSAGE 2: .@richardaepstein backs #brexit https://t.co/oor9ovalc4  MESSAGE 3: nearly 40% of austrians in favour of holding their own eu referendum https://t.co/w93lka14qo #brexit #euref https://t.co/clmykfczar","746000459328978945_746001142706954242_745993862787698688",
"1048884258","false","finalized","2","9/25/2016 20:46:18","leave","1.0000","MESSAGE 1: i look forward to a strong free trade agreement between texas and britain. #texit #brexit  MESSAGE 2: #tedcruz:""treat #brexit as an opportunity to immediately start negotiations 4 a targeted us-uk #freetrade agreement"" https://t.co/m6ayjeiywc  MESSAGE 3: rotherham votes to #brexit — 67.9 per cent https://t.co/xc1ocohf8r https://t.co/ea1vkasgli","746383449993293824_746382562952511490_746284526314233856",
"1048884259","false","finalized","3","9/26/2016 00:28:35","leave","0.6478","MESSAGE 1: it turns out that who is wagering shapes the terms of a wager. economists, other ""experts"" last to know. https://t.co/4jtqijmqng  MESSAGE 2: must read on #brexit and #elites by @chris_arnade https://t.co/rh9dpzfjmd https://t.co/3hxkmiupns  MESSAGE 3: ""we use the tactics of racism, and apply it to economic losers."" chris arnade on anomie and #brexit https://t.co/vupocqujcb","747850128971571200_747695690533445632_747701251639508992",
"1048884260","false","finalized","2","9/25/2016 20:13:45","leave","1.0000","MESSAGE 1: just brilliant, let's fly the coop. #brexit #voteleave full video here: https://t.co/ex9s7nhi0x https://t.co/pojcg9inbe  MESSAGE 2: include me! https://t.co/gzf98sbv5q  MESSAGE 3: good advice  https://t.co/sp2yw1zmzn","745921928544780289_745946313263460353_745870572282851328",
"1048884261","false","finalized","2","9/25/2016 20:04:27","leave","1.0000","MESSAGE 1: exclusive. bbc respond to #brexit.https://t.co/phvyglhq98  MESSAGE 2: it begins.... https://t.co/qe9y2hmvqj  MESSAGE 3: i'm sorry but it sometimes appears that liberals love democracy until the majority have a view they don't agree with. #brexit","746436901339566080_746444231472971776_746443350941777920",
"1048884262","false","finalized","2","9/25/2016 20:36:38","leave","1.0000","MESSAGE 1: listen. we voted to #brexit because we want to take back control of our borders. immigration control is still the central issue, boris  MESSAGE 2: i see the snp are continuing their hissy fit over #brexit. driven by anti-british sentiment but happy to pocket english taxes #hypocrisy  MESSAGE 3: strikes me most politicians pay lip service to #brexit whilst scheming how they can endure it never happens. they are the enemy of democracy","747792424714403840_747790935845539840_747797093511639044",
"1048884263","false","finalized","2","9/25/2016 20:46:18","leave","1.0000","MESSAGE 1: the man who is responsible for securing us an eu referendum finally gets to vote for #brexit https://t.co/rr3x1kjzlf  MESSAGE 2: this man has guts and courage and is a patriot to the core. we should all be grateful that he has shown the way out. https://t.co/hqr7a8kgpj  MESSAGE 3: we'd have far more say outside an eu with the worlds 5th largest economy.#brexit https://t.co/ocyskpc3th","746032418566508544_746032928572989441_746033320778047488",
"1048884264","false","finalized","2","9/25/2016 20:36:38","untelligible","1.0000","MESSAGE 1: could this be the dumbest question ever? https://t.co/fgr1j5eq63  MESSAGE 2: watch live: obama reacts to #brexit while speaking at global summit https://t.co/8dxz6bfsbc https://t.co/qelepye25p  MESSAGE 3: racist @esquire apparently thinks the guys in that photo are elderly. how strange. https://t.co/uwcrtenbsy","746396651233763328_746402840088715264_746395281118289921",
"1048884265","false","finalized","2","9/25/2016 20:36:38","leave","1.0000","MESSAGE 1: wait, weren't we supposed to be in a new great depression by now? #brexit https://t.co/85bg57hzxt  MESSAGE 2: 'you're not laughing now': watch nigel farage's speech to the european parliament #brexithttps://t.co/c5pyooq6wt  MESSAGE 3: #israeltheregion #jeremycorbyn #brexit #uklabourparty uk labour leader corbyn clings to power, blasts ‘maneuvering’ https://t.co/mtrl7elegw","747821254254592000_747804631904845825_747644072312049664",
"1048884266","false","finalized","2","9/25/2016 20:27:15","untelligible","1.0000","MESSAGE 1: the clash - should i #brstay or should i go https://t.co/vpp23kjknhdo you really think establishment will let us #brexit from #eu ?  MESSAGE 2: this is why a #brexit will most likely not actually happen even if the public votes for it https://t.co/pd1dxnyjmy  MESSAGE 3: todays the day#brexit or #brstaydo we now believe #dodgydave &amp; the @conservatives or @uklabour politicians who have never told the truth?","745901217604308993_745902256587931649_745934454242349057",
"1048884267","false","finalized","2","9/25/2016 20:36:38","leave","1.0000","MESSAGE 1: #brexit is chance to transform #eu into 'europe of citizens' - afd https://t.co/etvzpeswsh not the corporate &amp; banking union it has become  MESSAGE 2: #dodgydave cameron's claim that #russia is interested in #brexit 'groundless' - putin: https://t.co/xohjypc4ni  MESSAGE 3: pathetic and idiotic western media try to blame #russia again!russia 'never interfered' in #brexit: putin https://t.co/ops5iuqgpy","746291389550440448_746356398410326016_746412550334652420",
"1048884268","false","finalized","2","9/25/2016 20:13:45","leave","1.0000","MESSAGE 1: #brexit &gt; #frexit: the monster is soundedlet's finish the work, it's time to break free with #upr &amp; @upr_asselineau https://t.co/chu1mrqq0a  MESSAGE 2: spin #brexit whichever way you mayit has certain ruffled many feathers with the #uk's 1% elitewhat did #dodgydave say war, cancer  MESSAGE 3: #china's huwai investment in #uk would remain same despite #brexit vote - the economic times https://t.co/qkkeysq2fg","747902687065284608_747714303516643329_747938770943614976",
"1048884269","false","finalized","2","9/25/2016 20:13:45","untelligible","1.0000","MESSAGE 1: #brexit referendum poll puts remain vote at 52% and leave on 48%source: yougov https://t.co/konpvdgo7q  MESSAGE 2: ""when you play the game of thrones, you win or you die. there is no middle ground."" #euref #gameofthrones #brexit https://t.co/srpiihnjma  MESSAGE 3: first turnout figures for #brexit referendum.in gibraltar it was 83.65 percent, says press association https://t.co/vo9m4jwncl","746087992289169408_746096164538200064_746082791759163392",
"1048884270","false","finalized","3","9/26/2016 00:28:35","untelligible","0.6478","MESSAGE 1: telling overview of age disparity between voters for and against #brexit. https://t.co/rp1q0pgolq  MESSAGE 2: how about this for a #brexit meme?@thesun putting neonazis on its front page... disgusting. https://t.co/szuf7yh3gh  MESSAGE 3: ""europe's dead. long live europe?"" @derspiegel cover on #brexit https://t.co/tziusemui9","746351557709488129_746384837280415744_746390990920028160",
"1048884271","false","finalized","2","9/25/2016 20:27:15","untelligible","1.0000","MESSAGE 1: you think us uk folk have got it bad?a little mexican girl has been named 'brexsit' after #brexit. :o https://t.co/ihkmnokkks  MESSAGE 2: chllr #merkel on #brexit: the withdrawal negotiations are not allowed to be carried out according to the principle of #cherrypicking.  MESSAGE 3: merkel says if #uk wants access to european single market needs to accept all 4 freedoms of market- including freedom of movement #brexit","747925897303330816_747742884028366848_747921398593523712",
"1048884272","false","finalized","2","9/25/2016 20:13:45","leave","1.0000","MESSAGE 1: british lords a-leaping to #brexit from brussels https://t.co/ug8c77pguy three lords make the case to vote leave. #tcot  MESSAGE 2: britain’s declaration of independence https://t.co/gwkzfutpn1  simply by holding #brexit vote, uk is rejecting globalist schemes. #tcot  MESSAGE 3: demolished: the four big lies told by the remain campaign https://t.co/ojcwcmcack via @mailonline  truthfully, the case for #brexit. #tcot","745899642873864193_745900142188990465_745798888213225472",
